experiment_id,architecture,cut_layer,batch_size,epochs,learning_rate,mean_transition_time,std_transition_time,min_transition_time,max_transition_time,total_transitions,unique_labels,label_0_mean,label_0_std,label_0_count,label_1_mean,label_1_std,label_1_count,label_2_mean,label_2_std,label_2_count,label_3_mean,label_3_std,label_3_count,label_4_mean,label_4_std,label_4_count,label_5_mean,label_5_std,label_5_count,label_6_mean,label_6_std,label_6_count,label_7_mean,label_7_std,label_7_count,label_8_mean,label_8_std,label_8_count,label_9_mean,label_9_std,label_9_count
45,784_128_32_10,1,128,5,0.001,0.000224969891514156,3.7668234096598003e-06,0.0002182809156957,0.0002365707120481,100,10,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0
46,784_128_32_10,2,128,5,0.001,0.00021017120687882998,2.9137492423983184e-06,0.0002043886942514,0.000220775049233,100,10,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0
47,784_128_32_10,1,128,5,0.001,0.000223664002068415,3.221405853037684e-06,0.0002189154648662,0.0002381419306216,100,10,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0,0.0002,0.0,10.0
48,784_256_128_64_10,1,16,3,0.01,0.00036953084657525095,7.544612722825613e-06,0.0003595263976773,0.0004079209590042,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
49,784_256_128_64_10,2,16,3,0.01,0.00034955519287697794,5.035770345816628e-06,0.0003410196394234,0.0003668546970254,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0
50,784_256_128_64_10,2,16,3,0.01,0.00036268552601136393,4.718407443940703e-06,0.0003529729506101,0.0003728101164188,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
51,784_256_128_64_10,1,16,3,0.001,0.000378032415951267,5.555711648011533e-06,0.0003674992899183,0.0003932320258834,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
52,784_256_128_64_10,2,16,3,0.001,0.0003692481971494669,5.563121664773925e-06,0.0003607311879926,0.0003973609404944,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
53,784_256_128_64_10,2,16,3,0.001,0.000359597078594942,6.978762329858741e-06,0.0003497797607117,0.0003938258640349,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
54,784_256_128_64_10,1,16,5,0.01,0.00036772925862256294,4.903084117781596e-06,0.0003595743718007,0.0003878077686175,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
55,784_256_128_64_10,2,16,5,0.01,0.00035999569450213305,4.417611275533279e-06,0.0003531173816737,0.0003812993856576,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
56,784_256_128_64_10,2,16,5,0.01,0.00035274531810039803,4.475452450707722e-06,0.0003439395429318,0.0003642305625405,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
57,784_256_128_64_10,1,16,5,0.001,0.00037827867003042,4.025358810358856e-06,0.0003712763565419,0.0003938886905035,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
58,784_256_128_64_10,2,16,5,0.001,0.000364127239890904,7.043484595605711e-06,0.0003546724477638,0.0003944634370316,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
59,784_256_128_64_10,2,16,5,0.001,0.000290208563767694,5.8919406892544775e-06,0.0002819665134966,0.0003153247961036,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
80,784_256_128_64_10,1,16,3,0.01,0.0003888968029304111,7.128339588953339e-06,0.0003804148710906,0.0004231640124389,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
81,784_256_128_64_10,2,16,3,0.01,0.00037670442487642604,9.874053049435254e-06,0.0003655807822342,0.0004198239255428,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
82,784_256_128_64_10,2,16,3,0.01,0.000347404123026639,6.3794717320433495e-06,0.000338549183615,0.0003810034483785,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0
83,784_256_128_64_10,1,16,3,0.001,0.00038256504617107106,9.768185607352403e-06,0.0003701380497433,0.000434197942302,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
84,784_256_128_64_10,2,16,3,0.001,0.000342764540727259,1.0395328111894242e-05,0.0003304375684197,0.0003983361183563,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
85,784_256_128_64_10,2,16,3,0.001,0.00040117619220862607,9.291522401189955e-06,0.0003842352005759,0.0004337864126113,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
86,784_256_128_64_10,1,16,5,0.01,0.00034866903768823195,4.901295061031247e-06,0.0003401296017094,0.000372866866373,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
87,784_256_128_64_10,2,16,5,0.01,0.000333050733385568,4.6850417576835105e-06,0.000325134063628,0.0003484736931951,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
88,784_256_128_64_10,2,16,5,0.01,0.00033930860389347594,4.848297384506519e-06,0.0003300329611424,0.0003622128176934,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
89,784_256_128_64_10,1,16,5,0.001,0.000350901858733433,5.562246499307917e-06,0.000339873492978,0.0003745090044461,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
90,784_256_128_64_10,2,16,5,0.001,0.00034165130180140694,4.282546507806122e-06,0.0003348513759207,0.000357772783449,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
91,784_256_128_64_10,2,16,5,0.001,0.000339489399354828,4.764772318944128e-06,0.0003309837094059,0.0003535901003388,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
92,784_256_128_64_10,1,32,3,0.01,0.00036945721686033206,6.200098547645787e-06,0.000360814931075,0.0003924683226106,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
93,784_256_128_64_10,2,32,3,0.01,0.00033715668538316707,5.717051384691214e-06,0.0003284658284465,0.0003620028278912,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
94,784_256_128_64_10,2,32,3,0.01,0.00034755440725961804,7.022960955558041e-06,0.0003375141125804,0.000387352894164,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
95,784_256_128_64_10,1,32,3,0.001,0.0003550439252268539,6.794462241410411e-06,0.0003453690808017,0.000386449461159,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
96,784_256_128_64_10,2,32,3,0.001,0.00035088954813324995,6.384683338756882e-06,0.0003394310184985,0.0003757729249842,100,10,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0
97,784_256_128_64_10,2,32,3,0.001,0.000333793485181485,5.387102725038876e-06,0.0003242405661701,0.0003535629807211,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
98,784_256_128_64_10,1,32,5,0.01,0.00036896165245164805,4.2029215376502356e-06,0.0003623307218128,0.0003809032746106,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
99,784_256_128_64_10,2,32,5,0.01,0.00038787097351938095,5.305727175984927e-06,0.0003780254070471,0.000404095512697,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
100,784_256_128_64_10,2,32,5,0.01,0.00034784079389954493,5.14561363603777e-06,0.0003392239480899,0.0003673186827085,100,10,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0,0.0003,0.0,10.0
101,784_256_128_64_10,1,32,5,0.001,0.00038012361802054485,5.0180549890646315e-06,0.0003706512705237,0.0003930145372298,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
102,784_256_128_64_10,2,32,5,0.001,0.00035285935055727203,5.140381443245879e-06,0.0003453775154019,0.0003719765974425,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
103,784_256_128_64_10,2,32,5,0.001,0.00036919850358378204,5.396960932685241e-06,0.000358500289279,0.0003900866141686,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
104,784_256_128_64_10,1,64,3,0.01,0.00037195406268621003,7.833716174412186e-06,0.0003623757686914,0.0004275904608734,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
105,784_256_128_64_10,2,64,3,0.01,0.00036290851456355106,5.405012289343943e-06,0.0003534784655283,0.0003857669291843,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
106,784_256_128_64_10,2,64,3,0.01,0.00035191590323269795,7.5674643740100565e-06,0.0003421427049693,0.0003887417098379,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0003,0.0,10.0,0.0004,0.0,10.0
107,784_256_128_64_10,1,64,3,0.001,0.00037374612611791006,5.9979501593184625e-06,0.0003632759898685,0.0004014094400297,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
108,784_256_128_64_10,2,64,3,0.001,0.000357531364579276,5.337464961497454e-06,0.0003476391149302,0.0003850569936128,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
109,784_256_128_64_10,2,64,3,0.001,0.00035643127962858796,6.137921835319368e-06,0.0003465660426832,0.0003883456863454,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
110,784_256_128_64_10,1,64,5,0.01,0.00038753512020616907,4.4030382232613294e-06,0.0003810718699542,0.0004076633019481,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
111,784_256_128_64_10,2,64,5,0.01,0.00037167780964252593,6.755669870419527e-06,0.0003610217432412,0.0003968667725735,100,10,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0,0.0004,0.0,10.0
